Time_s,Axis,StateValue,State,Surface_deg,P_slew,D_slew,FF_single,FF,P,I,D,ActionValue,Action,RMAX,TAU
5.439988,pitch,0,IDLE,-1.1477712392807,0.361668765544891,0.0539572685956955,0,0.795000016689301,0.342162489891052,0.599749982357025,0.0240024998784065,0,NONE,55,0.46000000834465
5.479988,pitch,0,IDLE,-1.1242458820343,1.04218471050262,0.229969367384911,0,0.795000016689301,0.342162489891052,0.599749982357025,0.0240024998784065,0,NONE,55,0.46000000834465
5.519988,pitch,0,IDLE,-1.06199514865875,1.72513735294342,0.42245352268219,0,0.795000016689301,0.342162489891052,0.599749982357025,0.0240024998784065,0,NONE,55,0.46000000834465
5.559988,pitch,0,IDLE,-0.964101135730743,2.39198207855225,0.599846959114075,0,0.795000016689301,0.342162489891052,0.599749982357025,0.0240024998784065,0,NONE,55,0.46000000834465
5.599988,pitch,0,IDLE,-0.833317399024963,3.02986025810242,0.763332724571228,0,0.795000016689301,0.342162489891052,0.599749982357025,0.0240024998784065,0,NONE,55,0.46000000834465
5.639988,pitch,0,IDLE,-0.674222052097321,3.63130760192871,0.914001226425171,0,0.795000016689301,0.342162489891052,0.599749982357025,0.0240024998784065,0,NONE,55,0.46000000834465
5.679988,pitch,0,IDLE,-0.492831259965897,4.18990802764893,1.05285727977753,0,0.795000016689301,0.342162489891052,0.599749982357025,0.0240024998784065,0,NONE,55,0.46000000834465
5.719988,pitch,0,IDLE,-0.30194216966629,4.70471429824829,1.18082702159882,0,0.795000016689301,0.342162489891052,0.599749982357025,0.0240024998784065,0,NONE,55,0.46000000834465
5.759988,pitch,0,IDLE,-0.111818373203278,5.17192649841309,1.29768478870392,0,0.795000016689301,0.342162489891052,0.599749982357025,0.0240024998784065,0,NONE,55,0.46000000834465
5.799988,pitch,0,IDLE,0.0710384920239449,5.5747241973877,1.40016663074493,0,0.795000016689301,0.342162489891052,0.599749982357025,0.0240024998784065,0,NONE,55,0.46000000834465
5.839988,pitch,0,IDLE,0.240679770708084,5.91925811767578,1.48652684688568,0,0.795000016689301,0.342162489891052,0.599749982357025,0.0240024998784065,0,NONE,55,0.46000000834465
5.879988,pitch,0,IDLE,0.385450184345245,6.21115255355835,1.55834949016571,0,0.795000016689301,0.342162489891052,0.599749982357025,0.0240024998784065,0,NONE,55,0.46000000834465
5.919988,pitch,0,IDLE,0.496361047029495,6.4555492401123,1.61708188056946,0,0.795000016689301,0.342162489891052,0.599749982357025,0.0240024998784065,0,NONE,55,0.46000000834465
5.959988,pitch,0,IDLE,0.572368443012238,6.65714740753174,1.66404581069946,0,0.795000016689301,0.342162489891052,0.599749982357025,0.0240024998784065,0,NONE,55,0.46000000834465
5.999988,pitch,0,IDLE,0.614887058734894,6.8162055015564,1.70044755935669,0,0.795000016689301,0.342162489891052,0.599749982357025,0.0240024998784065,0,NONE,55,0.46000000834465
6.039988,pitch,0,IDLE,0.625272750854492,6.93582677841187,1.72738766670227,0,0.795000016689301,0.342162489891052,0.599749982357025,0.0240024998784065,0,NONE,55,0.46000000834465
6.079988,pitch,0,IDLE,0.609097421169281,7.02017021179199,1.74586963653564,0,0.795000016689301,0.342162489891052,0.599749982357025,0.0240024998784065,0,NONE,55,0.46000000834465
6.119988,pitch,0,IDLE,0.571611821651459,7.07302856445312,1.75680780410767,0,0.795000016689301,0.342162489891052,0.599749982357025,0.0240024998784065,0,NONE,55,0.46000000834465
6.159988,pitch,0,IDLE,0.517324447631836,7.09785413742065,1.76103496551514,0,0.795000016689301,0.342162489891052,0.599749982357025,0.0240024998784065,0,NONE,55,0.46000000834465
6.199988,pitch,0,IDLE,0.45185711979866,7.10074901580811,1.76103496551514,0,0.795000016689301,0.342162489891052,0.599749982357025,0.0240024998784065,0,NONE,55,0.46000000834465
6.239988,pitch,0,IDLE,0.38154074549675,7.10074901580811,1.76103496551514,0,0.795000016689301,0.342162489891052,0.599749982357025,0.0240024998784065,0,NONE,55,0.46000000834465
6.279988,pitch,0,IDLE,0.310203343629837,7.10074901580811,1.76103496551514,0,0.795000016689301,0.342162489891052,0.599749982357025,0.0240024998784065,0,NONE,55,0.46000000834465
6.319988,pitch,0,IDLE,0.241534382104874,7.10074901580811,1.76103496551514,0,0.795000016689301,0.342162489891052,0.599749982357025,0.0240024998784065,0,NONE,55,0.46000000834465
6.359988,pitch,0,IDLE,0.179922312498093,7.10074901580811,1.76103496551514,0,0.795000016689301,0.342162489891052,0.599749982357025,0.0240024998784065,0,NONE,55,0.46000000834465
6.399988,pitch,0,IDLE,0.142540723085403,7.10074901580811,1.76103496551514,0,0.795000016689301,0.342162489891052,0.599749982357025,0.0240024998784065,0,NONE,55,0.46000000834465
6.439988,pitch,0,IDLE,0.124476902186871,7.10074901580811,1.76103496551514,0,0.795000016689301,0.342162489891052,0.599749982357025,0.0240024998784065,0,NONE,55,0.46000000834465
6.479988,pitch,0,IDLE,0.121457189321518,7.10074901580811,1.76103496551514,0,0.795000016689301,0.342162489891052,0.599749982357025,0.0240024998784065,0,NONE,55,0.46000000834465
